"Top values of all_text.keyword","Count of records"
"
A esquerda foi humilhada nas urnas e continuam em estado de negação cantando vitória. Em 2026 outro choque de realidade aguarda a turma turma do Boulos e companhia. Aguardem!",1
"
A estratégia do BOULOS para ganhar é invadir a  🏠 casa alheia 🤔

- sugiro, se vc for de são Paulo? Reforce a segurança da sua casa",1
"
A fraude tá acontecendo ao vivo. Boulos tava em terceiro e caindo, de repente foi catapultado para o primeiro lugar.",1
"
A própria esquerda confirmando que Pablo Marçal fez acordo com Boulos para eleger o comunista",1
"
A realidade é que Boulos é amante de ditadura, mas a imprensa tenta omitir isso",1
"
ACHEI Q FOSSE SÓ O BOULOS",1
"
Abstenção da Eleição Municipal 2024 na Cidade de São Paulo alcançou 2,7 milhões de eleitores. 600 mil a mais que o segundo colocado, Guilherme Boulos.",1
"
Abstenções em São Paulo tiveram mais ‘votos’ que Boulos",1
"
Abstenções superam eleitores de Boulos",1
"
Acho que não é só o Boulos que tá comendo açúcar, não ..haha",1
"
Ah eu adoro amar você (amar você)
Como eu te quero
Eu jamais quis
Você me faz sonhar
Me faz realizar
Me faz crescer
Me faz feliz",1
"
Aldo Rebelo sobre as eleições em São Paulo: se Boulos disse em 2014 ""que não haveria Copa"", nestas eleições vamos dizer que não vai ter Boulos!",1
"
Ameaça ??

🚨 Em “debate com o povo”, Boulos diz que vai virar a eleição nas últimas 48 horas.",1
"
Ameaça ??

🚨 Em “debate com o povo”, Boulos diz que vai virar a eleição nas últimas 48 horas.


t.me/Apocalipse2030",1
"
Ameaça???
🚨 Em “debate com o povo”, Boulos diz que vai virar a eleição nas últimas 48 horas.


➡️📎📍Sua revista eletrônica 5%
https://t.me/+7FE8JlLG8k03ZjF",1
"
Apareceu a graduação  na faixa preta de karatê colombiano do Boulos",1
"
As contradições de Boulos sendo expostas.

--------------------------------------------------------------------------------------------",1
"
Assessor de Guilherme Boulos",1
"
BOLÃO ELEITORAL (SP)

Deixa aí o possível resultado para as eleições de primeiro turno para prefeito em São Paulo (SP). Template abaixo:

Nunes - 
Boulos - 
Marçal - 
Tabata - 
Marina - 
Datena -",1
"
BOULOS ""CHORA"" COM A 1ª REVELAÇÃO SOBRE A NOTÍCIA-CRIME CONTRA TARCÍSIO 
https://www.jornaldacidadeonline.com.br/noticias/64139/boulos-equotchoraequot-com-a-1a-revelacao-sobre-a-noticia-crime-contra-tarcisio 
Se deu mal novamente. 
 

t.me/Apocalipse2030",1
"
BOULOS ""CHORA"" COM A 1ª REVELAÇÃO SOBRE A NOTÍCIA-CRIME CONTRA TARCÍSIO 
https://www.jornaldacidadeonline.com.br/noticias/64139/boulos-equotchoraequot-com-a-1a-revelacao-sobre-a-noticia-crime-contra-tarcisio 
Se deu mal novamente. 
 
⤵️
t.me/apocalipserd",1
"
BOULOS NUNCA!",1
"
BOULOS NÃO!

Quem titubear ou se ausentar, num momento tão decisivo como esse em São Paulo, está colaborando para colocar um extremista de esquerda no comando da maior cidade da América Latina.

Acesse: https://t.me/SintoniaUniversal",1
"
BR eleitoral 🇧🇷 🎪 

Olha aí o BOULOS cometendo CRIME ELEITORAL! 


t.me/Apocalipse2030",1
"
Bairro onde Boulos mora kkkk

Vários funcionários da ENEL tiveram seus pertences levados inclusive lanternas..

RUBINHO VEREADOR ,,PROCURANDO PROBLEMAS LEVANDO AS MOTOS,, FECHANDO DEGAS,, ROUBANDO COISAS DAS DEGAS!",1
"
Bolsonaro:

Contra Boulos? Qualquer um...

😁😁😁

..",1
"
Bonitinha e ordinária, pelo menos tira votos do Boulos

@selvabrasiloficiall🇧🇷",1
"
BouLos levou uma lavada, parabéns Marina!

https://t.me/PatriotasPeloMundo",1
"
Boulos acaba de passar Pablo Marçal com 30% das urnas apuradas.",1
"
Boulos acaba de patrocinar pedido de inelegibilidade de Tarcísio e a cassação da chapa do Nunes.",1
"
Boulos admite já ter usado droga: ""Uma vez na adolescência""

https://pleno.news/brasil/eleicoes-2024/boulos-admite-ja-ter-usado-droga-uma-vez-na-adolescencia.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Boulos admite já ter usado droga: ""Uma vez na adolescência""

https://pleno.news/brasil/eleicoes-2024/boulos-admite-ja-ter-usado-droga-uma-vez-na-adolescencia.html

@ZUMBINOTICIAS",1
"
Boulos com Sayid Tenório, apoiador do Hamas",1
"
Boulos critica a elite mas recebe o apoio deles. Essa é a hipocrisia do socialismo!",1
"
Boulos cópia vestimenta e estilo de marçal na cara dura kkkkkk, vale tudo pra ser eleito.
✨Para mais conteúdos Canais Winx!!✨  
              ⚡️@CanalClubDasWinx⚡️",1
"
Boulos e Pablo Marçal juntos. Só kkkk",1
"
Boulos exposto! Saiba a fraude no Minha Casa, Minha Vida",1
"
Boulos ficou nervosinho com as perguntas....",1
"
Boulos ficou nervosinho com as perguntas....

𝐁𝐲- @circulanamidia
➡️ https://t.me/circulanamidia",1
"
Boulos foi o candidato preferido dos presidiários. Alguma supresa?

t.me/kimkataguiri",1
"
Boulos ganhou só em 3 zonas",1
"
Boulos mentiu até no currículo 🤡 é um mentiroso nato",1
"
Boulos no palácio do Alvorada para gravar vídeos com Lula 

@antifragilnews",1
"
Boulos não consegue nem ser coerente com a própria esquerda!",1
"
Boulos quebra regras eleitorais durante votação ? – ENTENDA A LEI - https://radargeral.com/boulos-quebra-regras-eleitorais-durante-votacao-entenda-a-lei/",1
"
Boulos quer todos 💉💉💉💉💉💉💉💉",1
"
Boulos representa tudo aquilo que combatemos! FORA BOULOS!",1
"
Boulos só conseguiu captar os votos da Tabata.",1
"
Boulos tava em terceiro e caindo, de repente foi catapultado para o primeiro lugar.",1
"
Boulos tenta enganar, mas ele compactua com rachadinha ao absolver Janones!",1
"
Boulos tenta impedir divulgação de pesquisa Datafolha; TRE nega 
https://pleno.news/brasil/eleicoes-2024/boulos-tenta-impedir-divulgacao-de-pesquisa-datafolha-tre-nega.html

𝐁𝐲- @circulanamidia
Ⓜ️🗞 https://t.me/circulanamidia",1
"
Boulos ultrapassa Marçal 18:45hs; Dilma ultrapassa Aecio as 18:45hs;  Lula ultrapassa Bolsonaro às 18:45hs . 😱😱😱😱 muita coincidência dos horários!!! 🙉🙉🙉",1
"
Boulos vai dormir na casa dos apoiadores pra virar voto. Cuidado, galera... depois que ele entra, só sai com a polícia e reintegração de posse. 😂",1
"
Boulos vai ganhar pq eu sou analitico .


Realmente, não precisamos de imbecis.
🤣🤣🤣🤣🤣🤣🤣🤣",1
"
Boulos é chegado no grupo terrorista Hamas?",1
"
Boulos é chegado no grupo terrorista Hamas?
.
🦠 @AntiVaxxx",1
"
COMO ELES USAM AS CAIXINHAS MÁGICAS, COMO ELES PRETENDEM COLOCAR O BOULOS, PRIMEIRO ELES MANIPULAM SUA PERCEPÇÃO, ENTENDA",1
"
Cadê o toxicológico pra maconha, Boulos Svetinha?
Quem não deve não esconde nada",1
"
Cartas atribuídas ao PCC pedindo votos a Boulos: ""papo de extrema importância""
-------------
https://www.zy3.com.br/noticias/brasil/1512387/1",1
"
Chatabata enquadrou Boulos.",1
"
Chora Boulos 

😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
"
Chupa! Agora é Boulos!",1
"
Com 100% das urnas apuradas Ricardo Nunes ficou com 59,35% dos votos válidos contra 40,65% de Guilherme Boulos.",1
"
Com 5% das urnas apuradas, Nunes aparece com larga vantagem sobre o comunista Boulos.",1
"
Com ampla vantagem, Boulos foi o mais votado em presídios de São Paulo.",1
"
Com esse time “qualificado” do Boulos a gente tá perdido! 😬",1
"
Cármen Lúcia: TSE dará resposta rápida a denúncia de Boulos

https://pleno.news/brasil/politica-nacional/carmen-lucia-tse-dara-resposta-rapida-a-denuncia-de-boulos.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Cármen Lúcia: TSE dará resposta rápida a denúncia de Boulos

https://pleno.news/brasil/politica-nacional/carmen-lucia-tse-dara-resposta-rapida-a-denuncia-de-boulos.html

@ZUMBINOTICIAS",1
"
DaPena foi pra cima do Boulos! 🔥

Acho que alguém vai chorar hoje 😂😂",1
"
Datafolha: Boulos vai a 26%. Marçal cresce e empata com Nunes em 24%

👩🏼‍💻 @CanalEronews",1
"
Datafolha: vantagem de Nunes para Boulos cai para 14 pontos

👩🏼‍💻@CanalEronews",1
"
Datena declara voto em Boulos: “Contra o crime organizado”. 🤡

Boulos vai combater o crime organizado. Isso não é uma piada 

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Datena declara voto em Boulos: “Contra o crime organizado”. 🤡

Boulos vai combater o crime organizado. Isso não é uma piada 

@ZUMBINOTICIAS",1
"
Datena declara voto em Boulos: “Contra o crime organizado”. 🤡🤡🤡🤡",1
"
De acordo com o levantamento, Guilherme Boulos (PSOL), foi o candidato que mais recebeu votos nas urnas colocadas nos sistemas prisionais.
 📩 𝙁𝙊𝙉𝙏𝙀🖇
#𝐍𝐄𝐖𝐒
🌐@circulanamidia👨‍💻",1
"
Detalhes importantes que chamaram a atenção sobre o ""laudo"" de Guilherme Boulos.

@antifragilnews",1
"
Dilma x Aécio
2014

Bolsonaro x Lula 
2018

Marçal x Nunes e Boulos 
2024",1
"
Direita do Brasil não é sobre a vitória do Nunes, e sim a derrota do Boulos e do Lula!",1
"
E Boulos passou o pano para a machadinha.
É apenas troca de favores...",1
"
E agora LAMACETES, vão votar em quem? Na chapa Boulos/LaMaçal ou na chapa Nunes/Bolsonaro? E não dêem uma de ISENTÃO, pois um dos dois leva a parada!",1
"
E o paulistano, coitado, ainda vai levar a culpa de votar no Boulos.
E segue o teatro...",1
"
Ele quer Lula, Tábata e a ajuda do Boulos. É essa a direita que tá rompendo com o Bolsonaro? 😂😂😂😂😂",1
"
Eleitorado Tipo Boulos
Não pode ver uma CT


🕊 @selvaeaco 🕊 
🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S's
.",1
"
Eleitores contrariam Datena e irão em Nunes em vez de Boulos

https://pleno.news/brasil/eleicoes-2024/eleitores-contrariam-datena-e-irao-em-nunes-em-vez-de-boulos.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Eleitores contrariam Datena e irão em Nunes em vez de Boulos

https://pleno.news/brasil/eleicoes-2024/eleitores-contrariam-datena-e-irao-em-nunes-em-vez-de-boulos.html

@ZUMBINOTICIAS",1
"
Em live de Marçal essa noite, um seguidor disse que vai votar no Boulos por causa da sacanagem que Bolsonaro fez com Marçal... 

Veja a reaposta de Marçal.
Tomou atitude de homem 🇧🇷

🔗 Vox Liberdade  (@VoxLiberdade)",1
"
Esse é o Boulos que a imprensa não quer que você conheça.",1
"
Eu quero quero mais é que São Paulo se foda kkkkkk, Boulos vai acabar ganhando essa desgraça kkkkkkkk

✨Para mais conteúdos Canais Winx!!✨  
         ⚡️@CanalClubDasWinx⚡️",1
"
Eu quero quero mais é que São Paulo se foda kkkkkk, Boulos vai acabar ganhando essa desgraça kkkkkkkk
✨Para mais conteúdos Canais Shinji!! ✨       
          @acervodoshinji | @hubdoshinji",1
"
Eu vivi pra ver a direita 4 linhas apoiar Boulos.
Que fase kkkm",1
"
Exame da insanidade metal do GUILHERME BOULOS, vulgo... ASPIRADOR DE PÓ BOULES.

E da comprovação de COCAÍNA no sangue, relatado pelo médico psiquiatra em 2021.",1
"
FORA BOULOS E NUNES PARA PREFEITO DE SÃO PAULO✌🏻✌🏻",1
"
Fabio Wajngarten
@fabiowoficial
·
1 h
Vamos pensa juntos? 
Boulos, NUNCA;
PSOL, JAMAIS.",1
"
Faz  o  Ⓜ️🧢👊🏻

Olha o que o DP. Zé trovão fala p/ Boulos !",1
"
Filas em Cuba para comprar pão. Esse é o paraíso de Boulos, Lula e Zé Dirceu.


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",1
"
Filha de médico que supostamente assinou receituário de Boulos grava vídeo para negar que o seu pai já falecido tenho realmente assinado o laudo.",1
"
Filha do médico se manifesta para desmentir a suposta assinatura do receituário de Boulos! 

@antifragilnews",1
"
Fiquem tranquilos que do nada Boulos vai sair de terceiro e ir para primeiro lugar 👍",1
"
GENIAL: 
Pablo Marçal faz Boulos confessar que usou dr0g4 e até o jornalista do UOL cai na risada!

https://youtu.be/LN58wPoPZD8?si=7iYMLT-ysvFgKzX-

🕊 @selvaeaco 🕊 
🇧🇷B🇷🇺R🇮🇳I🇨🇳C🇿🇦S's
.",1
"
Gostaria de saber do 
@pablomarcal
  se esse vídeo promovendo a clínica do médico que é sócio da clínica que  supostamente atendeu o Boulos é real ou inteligência artificial?",1
"
Guarda Municipal padrão ROTA, tá explicado porquê o crime organizado quer a vitória do Boulos. 

#FechadoComBolsonaro🇧🇷",1
"
Guilherme BOULOS perdeu e agora vai ter que voltar a fingir que trabalha na Câmara dos Deputados.

T.me/kimkataguiri",1
"
Guilherme Boulos e Pablo Marçal estão em live neste momento...",1
"
Guilherme Boulos em: FARINHA PINTADINHA 

✍ Inscreva-se em nosso canal no Telegram:
https://t.me/oraculonacionalistaoficial

📲 Siga nosso canal no WhatsApp:
https://whatsapp.com/channel/0029VaLDBxl1nozC7Inb8n1p",1
"
Guilherme Boulos entra na cabine de votação com três pessoas, violando o sigilo do voto. A prática é crime segundo a lei eleitoral.
.",1
"
Guilherme Boulos exposto em rede nacional o invasor que é!",1
"
Guilherme Boulos recebe apoio de Mão Boba. 
Agora vai! 🙏",1
"
Guilherme Boulos vai dormir na casa de eleitores até domingo

https://pleno.news/brasil/eleicoes-2024/guilherme-boulos-vai-dormir-na-casa-de-eleitores-ate-domingo.html

@ZUMBINOTICIAS",1
"
Guilherme Boulos, do PSOL, recebeu R$ 600 milhões de banqueiros?? Vem entender essa história!

t.me/kimkataguiri",1
"
IMPERDÍVEL! Por que o PSOL, de Boulos, me processa",1
"
Israel ainda não mandou o Irã para o saco. Mas, Pablo Marçal já mandou Boulos, Ricardo Nunes, Dapena e Chatabata pro saco. Faz o Ⓜ️2️⃣8️⃣🚀 que é no primeiro turno!",1
"
Jim Jones perdeu até para o Boulos. 😂😂",1
"
Já estava desenhado que isso iria acontecer... 
 
Alguém achou que o fã de Guevara iria votar em outro a não ser o Boulos fecais?",1
"
LULA abandona BOULOS na reta final",1
"
LaMaçal declarou apoio ao Boulos fecais.  
  
""Tenho certeza de que Boulos vencerá. O Boulos e o Lula têm a linguagem do povo.""   
  
É muito picareta esse bandido e ex- presidiário. Enganou os Jumentos se dizendo de di-didireita kkkkkkkkkkkkkkkkkkkkkk🤣",1
"
Lula afirma que Boulos vai ganhar a eleição DE QUALQUER JEITO.. Absurdo",1
"
Lula comete ‘ilícito eleitoral’ ao pedir votos para Boulos, diz especialista

https://republicanoticias.com.br/2024/05/01/lula-comete-ilicito-eleitoral-ao-pedir-votos-para-boulos-diz-especialista/",1
"
Lá vem a virada do Boulos com o mágico e clássico 1% da América latina, quer ver?

@Chad_Br",1
"
Líder de movimento cobra “aluguel” de invasões. Essa denúncia, de 2017, mostra uma assessora do PT ameaçando despejar sem-tetos que não pagassem a taxa.

O que será que Boulos pensa disso?


Inscreva-se compartilhe🔽
@qrmKuCwkBmNDU5
@forcaehonra1",1
"
MARINA DETONOU BOULOS !
👏🏻👏🏻👏🏻

♏🌸MARINA HELENA!",1
"
MARÇAL E BOULOS duas face da mesma moeda kkkkk",1
"
MARÇAL E BOULOS duas face da mesma moeda kkkkk

Marçal acredita que tem votos kkkk",1
"
MEMÓRIA NACIONAL: BOULOS POR BOULOS",1
"
MULHER de BOULOS envolvida em ESCÂNDALO do MTST!

t.me/kimkataguiri",1
"
Malacheia um traidor. 
Nunca confiei nesse verme.
Ele está entregando a prefeitura de São Paulo para o Boulos.
Um idiota.",1
"
Malafaia defende Boulos, Bozonaro ataca Marçal e defende Nunes, Tarcísio defende Nunes e a prisão de Marçal. Marçal cresce . Só faltou Lula e Bolsonaro se unirem para derrotar Marçal. Caos.",1
"
Marina Helena escancara a verdade para Boulos.",1
"
Marçal acha que Boulos vai vencer porque Lula vai tomar ""na humildadade"" 40% dos seus votos. 

Ainda bem que esse sujeito combate o comunismo. Imagina se não combatesse?",1
"
Marçal já fez o Boulos assumir que curtiu uma maconha e já chegou á fazer um exame toxicológico 😅",1
"
Marçal pedindo voto para o Boulos enquanto oMito elegeu o irmão do Gilmar Mendes para prefeito.
Hahahaha 🤡🤡🤡🤡",1
"
Marçal prova que Boulos do PSOL é cheirador de Cocaína postando documento de internação com direito a CPF 😱",1
"
Marçal prova que Boulos usa cocaine",1
"
Marçal é Boulos?!

@antifragilnews",1
"
Mas  esse exame,   constata que o Boulos é usuário de drogas...

COMPARTILHEM!",1
"
Meio Independente
@meioindep
·
58 min
🚨MUITO TRISTE! PSOL, de Boulos, foi o partido que mais disputou prefeituras: 5570

Resultado: NÃO ELEGEU UM PREFEITO SEQUER NO BRASIL INTEIRO! ADEUS PSOL, O POVO NÃO QUER SUA IDEOLOGIA!",1
"
Mãe de Isabela Nardoni declara apoio a Nunes e critica Boulos

https://pleno.news/brasil/eleicoes-2024/mae-de-isabela-nardoni-declara-apoio-a-nunes-e-critica-boulos.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Mãe de Isabela Nardoni declara apoio a Nunes e critica Boulos

https://pleno.news/brasil/eleicoes-2024/mae-de-isabela-nardoni-declara-apoio-a-nunes-e-critica-boulos.html

@ZUMBINOTICIAS",1
"
NO DOMINGO QUE VEM TEM QUE VOTAR  ... TEM  ( O PIOR  .. BOULOS  )  OU O ( MENOS PIOR ... NUNES ) 😒😒",1
"
Na tríplice fronteira tem células, em São Paulo tbm.
Tenho foto de um bar onde Boulos se reunia com essa galera",1
"
Ninguém quer Boulos em São Paulo 👈🏿👀",1
"
Ninguém quer o Boulos por perto 😂. Vai ser no primeiro turno!",1
"
Nos ajude a desmascarar o Boulos compartilhando esse vídeo 😂👍👍",1
"
Nos próximos 30 anos teremos Guilherme Boulos e Pablo Marçal, segundo o entrevistador 🤡

@antifragilnews",1
"
Nunes 46,9% x Boulos 33,6% 

A direita não é gado, seu coach picareta. Quem votou em vc no 1T votará no candidato de Bolsonaro no 2T. Ninguém em sã consciência quer o terrorista Boulos prefeito.",1
"
Nunes abre Grande vantagem sobre Boulos 🚨

@ZUMBINOTICIAS",1
"
Nunes e Boulos são Xandão.",1
"
Nunes é reeleito em São Paulo e Boulos fica a ver navios.",1
"
Não adianta o Boulos tentar esconder! Compartilhem ao máximo",1
"
Não sabia que o Boulos curtia relacionamento aberto",1
"
O Aldo tá coberto de razão. Eu me lembro muito bem dessa época. Não vai ter Boulos !",1
"
O Boulos azedou kkkkkkkkkk",1
"
O Boulos copiou até o Lula pra ser ex-presidiário. Esse é o nível do invasor",1
"
O Boulos foi questionado no debate da Globo sobre o porquê PSOL acionou o STF contra o fim da ""Saidinha"" e mandou um ""isso é mentira!"". É muita cara de pau! Boulos acha que estamos na época onde não havia rede social pra desmascará-lo?",1
"
O Corvo
@0C0RV0
·
3 h
Olha quem tá pedindo voto para o Guilherme Boulos, o taradão do Planalto",1
"
O Malandro agora é todo Boulos.
O m agora é Faz o B.

A ""Direita Boulos"" vem aí!  A nova campanha do Lamarçal.

Foram avisados quem era o malandro.😳",1
"
O bolsonarismo virou mesmo o centrão. Vale a pena defender o Boulos pra não perder capital político, é igual o Dick Cheney apoiando a Kamala Harris.",1
"
O coach Marçal já disse que a sua carreira na política vai durar 10 anos, mas agora criou um novo cenário de ""Marçal e Boulos"", protagonizando o novo ""Lula e Bolsonaro"", pelos próximos 30 anos. 

Autoestima boa, né? 😼",1
"
O sistema é cruel. Tiram o Marçal  para o Boulos ganhar.",1
"
O verdadeiro filme de terror do Boulos 😂",1
"
O voto do Boulos está  aqui.",1
"
OFF TOPIC 

🇧🇷 — Guilherme Boulos exibe suposto exame toxicológico ao vivo, no debate da globo. 

✔️Inscreva-se: @conflitoseguerrasoficial 

#CegNewsOficial",1
"
OFF TOPIC 

🇧🇷 — Pablo Marçal publica documento em seu Instagram alegando se tratar da prova do uso de cocaína por parte de Guilherme Boulos. 

✔️Inscreva-se: @conflitoseguerrasoficial 

#CegNewsOficial",1
"
OFICIAl ‼️
Na eleição municipal da cidade de São Paulo, foram para o Segundo Turno, o atual prefeito Ricardo Nunes (MDB) e Guilherme Boulos (PSOL).

🤡 @CanalEronews",1
"
OLHA O BOULOS  QUANTAS PRISOES",1
"
OS  ARTISTAS  DO  PT  QUERENDO  ( FERRAR  SÃO PAULO  )  COM  BOULOS  E  MARTA   😒😒😒",1
"
Oi Boulos, você deixou cair essa fake News aqui😉

VOTE 4️⃣4️⃣3️⃣3️⃣3️⃣

Ajude-nos a alcançar mais pessoas!
👉https://avettorazzo.com.br/telegram",1
"
Olha aí o BOULOS cometendo CRIME ELEITORAL! 

QUEREMOS JUSTIÇA!",1
"
Olha quem tá pedindo voto para o Guilherme Boulos, o taradão do Planalto",1
"
Ontem à noite, Boulos foi visto na churrascaria mais cara de São Paulo, comemorando o aniversário do marido da Marta.... Quem paga isso tudo nem se pergunta né cachorrada.👀🤬😡",1
"
Oposição pede impeachment de Tarcísio por associar Boulos ao PCC

Deputados de oposição argumentam que Tarcísio usou a máquina para fazer campanha para o prefeito Ricardo Nunes no dia da eleição em SP.

👩🏼‍💻 @CanalEronews",1
"
Os Bobsons estão por toda parte. Boulos poderia ter terminado o primeiro turno em primeiro lugar, já que a diferença para Nunes foi de 25 mil votos.",1
"
Os votos do Nordeste tão entrando 🤡 não se espantem se o Boulos passar misteriosamente pra primeiro lugar 🤡🤡",1
"
Ouçam o que  até  este líder da esquerda diz sobre o baderneiro e irresponsável Boulos.

Boulos NÃO.

Avisem os eleitores de São Paulo!",1
"
PUTA MERDA.. O SILAS MALAFAIA E TODA DIREITA CENTRÃO TA DEFENDENDO ESSE LIXO???????? Só falta agora o Bolsonaro ligar pro Boulos se solidarizando igual fez com o Datena....",1
"
Pablo Farçal foi o SEGUNDO mais votado nos presídios dominados pelo PCC!

Também foi o ÚNICO candidato ""didireita"" que o PCC deixou entrar nas favelas!🤡

Agora, faz tudo p/ eleger BOULOS!

Quem apoiou esse bandido deve DESCULPAS!

BOLSONARO TEM RAZÃO!",1
"
Pablo Marçal acaba de ter as postagens das provas que trouxe contra o Boulos, REMOVIDA pelo Instagram !! 
A postagem virou pó...
""Zuckerberg libertário""  até parece kkkk",1
"
Pablo Marçal apresenta a prova contra Boulos.",1
"
Pablo Marçal diz que não é responsável por laudo e que o recebeu de alguém  

“Eu recebi o laudo e publiquei. Não foi eu que fiz ele. Espero que as investigações ocorram bem. Boulos é um criminoso, cheirador de cocaína”.

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Pablo Marçal está perdendo seguidores no Instagram após live ontem com Guilherme Boulos.

@antifragilnews",1
"
Pablo Marçal fez postagens das provas que trouxe contra o Boulos, e alega que a mesma foi REMOVIDA pelo Instagram !! 

A postagem da remoção foi feita no dia 04 e consta um print com o dia 05.

@antifragilnews",1
"
Pablo Marçal propõe sabatina, Boulos topa e vice de Nunes reage

https://pleno.news/brasil/eleicoes-2024/pablo-marcal-propoe-sabatina-boulos-topa-e-vice-de-nunes-reage.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Pablo Marçal propõe sabatina, Boulos topa e vice de Nunes reage

https://pleno.news/brasil/eleicoes-2024/pablo-marcal-propoe-sabatina-boulos-topa-e-vice-de-nunes-reage.html

@ZUMBINOTICIAS",1
"
Pablo Marçal publica suposta PROVA que Boulos é usuário de Cocaína.",1
"
Pablo Marçal revelou o documento que indica o uso de coca por Boulos!",1
"
Pablo Marçal vai para cima de Guilherme Boulos e diz que ele é um drogado e marginal “Então Boulos, seu marginal, depredador se patrimônio público. Seu drogado, pode vim fervendo, eu tomei mais de 167 processos para estar aqui”",1
"
Pablo Marçal: De candidato antissistema a mediador de sabatina de Guilherme Boulos.

@antifragilnews",1
"
Painho do Boulos...",1
"
Parabéns Boulos 👏

Acesse: https://t.me/SintoniaUniversal",1
"
Partido dos trabalhadores pede prisão de Tarcísio de Freitas por falas sobre PCC e Boulos.

@antifragilnews",1
"
Pela lógica, não tem como Boulos vencer no segundo turno. Mas como não temos voto auditável, tudo é possível.",1
"
Perdeu: Abstenções em São Paulo tiveram mais ""votos"" que Boulos
---------------
https://www.zy3.com.br/noticias/brasil/1512171/1",1
"
Petistas ainda em estado de negação pelo vexame nas eleições! Agora resolveram culpar o governador Tarcisio pela derrota humilhante do Boulos e ainda vão entrar com pedido de impeachment. PIADA!",1
"
Por favor, ISDO AQUI É VERDADE, NÃO É MONTAGEM? Marçal vai apoiar Boulos? 

https://www.instagram.com/reel/DBkfklctuWk/?igsh=YzljYTk1ODg3Zg==",1
"
Possível ausência de Lula abate campanha de Guilherme Boulos

https://pleno.news/brasil/eleicoes-2024/possivel-ausencia-de-lula-abate-campanha-de-guilherme-boulos.html

@AntiVaxxx
.
🦠 @AntiVaxxx",1
"
Possível ausência de Lula abate campanha de Guilherme Boulos

https://pleno.news/brasil/eleicoes-2024/possivel-ausencia-de-lula-abate-campanha-de-guilherme-boulos.html

@ZUMBINOTICIAS",1
"
Pra surpresa de ninguém, Boulos é candidato dos ricos e dos bandidos",1
"
Presidente Jair Bolsonaro sobre um segundo turno em São Paulo declara:

“Contra o Boulos, eu tô com qualquer um”, disse Bolsonaro após votar no Rio de Janeiro.

-------------------------------------------------------------------
@ForaComunas",1
"
Presidente Jair Bolsonaro sobre um segundo turno em São Paulo declara:

“Contra o Boulos, eu tô com qualquer um”, disse Bolsonaro após votar no Rio de Janeiro.

@antifragilnews",1
"
Qual a opinião do Sikeira Júnior sobre o Boulos ter fumado MAC0NHA?",1
"
Quase tive um orgasmo ao teclar 13 para eleger o Boulos em São Paulo. O fiscal da sala assustou-se ao ouvir os meus gemidos.
13
13  13  13
13",1
"
Que isso, Guilherme Boulos",1
"
Quem diria que Boulos tinha razão (50 tons de temer)",1
"
Recado para aqueles que defendem a ideia de ""vote no menos pior"" que o meu político de estimação mandou.

Mais de 3,6 milhões de Nulos, Brancos e as Abstenções

Ricardo Nunes 3,3 milhões de votos 

Boulos, 2,3 milhões de votos",1
"
Rejeição de Boulos e Pablo Lamaçal vai a 50%; Datena marca 68% 
 
https://pleno.news/brasil/eleicoes-2024/rejeicao-de-boulos-e-marcal-vai-a-50-datena-marca-68.html",1
"
Remédio pra que? Precisamos eleger o Boulos 💩",1
"
Resultado percentual da eleição em presídios paulistanos. Boulos dispensa comentários , Marçal não foi surpresa, ao menos para mim, ser o segundo colocado com uma votação expressiva.

https://t.me/freedomnewsforyou 🇧🇷",1
"
Rota da Favela do Vietnã até a Clínica que (supostamente) um acompanhante levou Boulos durante o surto psicótico = 6 minutos de motoca 

👀",1
"
SP agora é 100% Boulos. Obrigado Tarcísio e Cia!",1
"
SP é Boulos. Não adianta teimar! Tem que tomar no kool pra aprender a ficar esperto!",1
"
Sabatina com o Marçal e a desonra de Guilherme Boulos, que mesmo assim vai PERDER a eleição em São Paulo.",1
"
Saved by @InstantMediaBot



A esquerda pode tudo?

Guilherme Boulos entrou na cabine de votação com três pessoas, violando o sigilo do voto. 

A prática é crime segundo a lei eleitoral.",1
"
Saved by @InstantMediaBot



BOULOS ASPIRADOR DE PÓ QUASE APANHAR #falamais",1
"
Saved by @InstantMediaBot



Boulos quer proibir escolas militares na cidade de São Paulo!",1
"
Saved by @InstantMediaBot



Boulos: o candidato da elite",1
"
Saved by @InstantMediaBot



Fernao Lara Mesquita - MEMÓRIA NACIONAL: BOULOS POR BOULOS
MEMÓRIA NACIONAL: BOULOS POR BOULOS https://t.co/EpD6rWpDcI",1
